Song Name,Spotify Link,Album Art Link
at night theflamingos,https://open.spotify.com/track/52RXEmr5mdT8BgQSJWfDrf,https://i.scdn.co/image/ab67616d0000b27390da3dc694bc67648ad02150
guys and dolls bobbydarin,https://open.spotify.com/track/5nQmpPqL2iT2xpysnqhTWY,https://i.scdn.co/image/ab67616d0000b273729319f3d102323d37ba0d63
"a woman, a lover, a friend jackiewilson",https://open.spotify.com/track/0QJEYxwztwNsHha0LIHAOU,https://i.scdn.co/image/ab67616d0000b273aae1119b2f41ea8bb75ff3ec
"theme from ""la fayette"" thebrothersfour",https://open.spotify.com/track/64DJYbdEgmWNxHUuPa4Dys,https://i.scdn.co/image/ab67616d0000b273481ef9340ccc47dacba84bc7
tell me how long theflamingos,https://open.spotify.com/track/1Q8RS2YwmNpfS1IVcJCiAX,https://i.scdn.co/image/ab67616d0000b2736d33d81872f3b6bbdb2ed371
steal your heart away themoodyblues,https://open.spotify.com/track/1ZIyIkqqvDxHjOaeLUDvIU,https://i.scdn.co/image/ab67616d0000b273dc523659731affb5b5e20d40
one more dance miriammakeba,https://open.spotify.com/track/2rydsf04ClGFZwSwTLaFCk,https://i.scdn.co/image/ab67616d0000b27389c2f5ec3ac6cad1c26bc6dd
tenderly theflamingos,https://open.spotify.com/track/3YdKJzcoMZMacISlpY4QoP,https://i.scdn.co/image/ab67616d0000b2731ba2d22b62756c8c2d579c14
it's the talk of the town fatsdomino,https://open.spotify.com/track/57EwmHi1TvyAuhwcZxG0kI,https://i.scdn.co/image/ab67616d0000b273635dcf3261792ab92bf8350d
teach me tonight brendalee,https://open.spotify.com/track/683ulmRiXS81hApxj5EG2u,https://i.scdn.co/image/ab67616d0000b273a2000319b7f4e999f8429ba9
moonlight on the colorado theplatters,https://open.spotify.com/track/0ydlR83DPpYB8tomEi5VcP,https://i.scdn.co/image/ab67616d0000b273e5a3d1258466fac94bfd755f
saathi na koi manzil mohammedrafi,https://open.spotify.com/track/7dBm8YvaDzSBjDvUfFpRNE,https://i.scdn.co/image/ab67616d0000b27370cb6f424b89e3132ecbbb73
i had a notion ike&tinaturner,https://open.spotify.com/track/3fct7uyTIgJyjZZY3XUQrO,https://i.scdn.co/image/ab67616d0000b273afacbfd13e1185be1d3ac813
little jazz sizentner,https://open.spotify.com/track/1rRCoIYM6CVJ2iWiSFMGQG,https://i.scdn.co/image/ab67616d0000b273c423d25f9c07800dcc658659
circulate neilsedaka,https://open.spotify.com/track/2ozTcQyZQmm9tSmc4VZfwU,https://i.scdn.co/image/ab67616d0000b2732aeac9062e6df333ffece887
sweet little you neilsedaka,https://open.spotify.com/track/63vEpcWRAD4uHbVKTwRhBO,https://i.scdn.co/image/ab67616d0000b273222931b7e84ea3e8f5e308d9
king of clowns neilsedaka,https://open.spotify.com/track/3EgtYezrTKD2U5SJb9ng9S,https://i.scdn.co/image/ab67616d0000b273222931b7e84ea3e8f5e308d9
look inside your heart neilsedaka,https://open.spotify.com/track/2GNncG5YPRt7T6JoS1qKSL,https://i.scdn.co/image/ab67616d0000b27368cb99e5baa1ca9ea47a0d8a
somebody to love bobbydarin,https://open.spotify.com/track/6P18UDWGqrRAtQpMvxQ5t6,https://i.scdn.co/image/ab67616d0000b27332ca9d1b933d95925e170c90
smile neilsedaka,https://open.spotify.com/track/5WTBrgJphk7N7MLcEmIANz,https://i.scdn.co/image/ab67616d0000b273222931b7e84ea3e8f5e308d9
lonely guitar annettefunicello,https://open.spotify.com/track/7xXtdAsMux1sRom27GP14d,https://i.scdn.co/image/ab67616d0000b27314dc69537ad3ccd4e82a2f49
you always hurt the one you love fatsdomino,https://open.spotify.com/track/1YsHoA0chSFu03QPcsjCpT,https://i.scdn.co/image/ab67616d0000b273635dcf3261792ab92bf8350d
chances are ike&tinaturner,https://open.spotify.com/track/7hwb7DsIuhQiDnldBtfQSg,https://i.scdn.co/image/ab67616d0000b273afacbfd13e1185be1d3ac813
sleepless ike&tinaturner,https://open.spotify.com/track/4ppxp8rJB8eOhM9TFm6dK2,https://i.scdn.co/image/ab67616d0000b2735c0299c2c414e0f13bc5f972
i love you annettefunicello,https://open.spotify.com/track/2kELI1DkUgBQlbi8Sx97lT,https://i.scdn.co/image/ab67616d0000b2731546133b775e9a543aad5d42
bobby sox to stockings frankieavalon,https://open.spotify.com/track/3QslWf6jjw6f0by37Zrupd,https://i.scdn.co/image/ab67616d0000b273806e715e3baf3fb6112fc642
the wanderer edenahbez,https://open.spotify.com/track/4GgQrUyGTuM4PoIvVVdoJ5,https://i.scdn.co/image/ab67616d0000b2732ff9bbc95f91bc33202d132a
(ain't that) good news samcooke,https://open.spotify.com/track/4vQPj9Zh7cyoeqEy8oitmz,https://i.scdn.co/image/ab67616d0000b2737329db55d8ec4e851b694aa1
changing partners pattipage,https://open.spotify.com/track/64ZGxABmrreTNE8tnCGoGa,https://i.scdn.co/image/ab67616d0000b27382aa266b6d8bef04b865dbf5
good times samcooke,https://open.spotify.com/track/4UcxTnA6C5vCW79PIZ38Vx,https://i.scdn.co/image/ab67616d0000b2737329db55d8ec4e851b694aa1
always it's you theeverlybrothers,https://open.spotify.com/track/05x9nkkybDpaC9StimjFHA,https://i.scdn.co/image/ab67616d0000b273756ea9d6cee4360a152f5611
just ask your heart frankieavalon,https://open.spotify.com/track/2kvGBpbSelWMg69ZUNkQ7i,https://i.scdn.co/image/ab67616d0000b273375393fe59544b51ec5ef723
so sad (to watch good love go bad) theeverlybrothers,https://open.spotify.com/track/7dblNGnRXEBrVJunazs2U5,https://i.scdn.co/image/ab67616d0000b273440dd689ee0b779fd4b2ba2a
keep movin' on samcooke,https://open.spotify.com/track/4Bb6fxvbOScAHzFe9xFand,https://i.scdn.co/image/ab67616d0000b27310bfece62b8707c00cc0daed
sleepless nights theeverlybrothers,https://open.spotify.com/track/603KM8AjL9OxrcAQG9DWvC,https://i.scdn.co/image/ab67616d0000b273440dd689ee0b779fd4b2ba2a
walking to new orleans fatsdomino,https://open.spotify.com/track/5TcEq6qNQJ7HXeTxwB3ZGB,https://i.scdn.co/image/ab67616d0000b273635dcf3261792ab92bf8350d
soul samcooke,https://open.spotify.com/track/3P3xONUKHDynX6Fs93VHZl,https://i.scdn.co/image/ab67616d0000b273eecd52ae61ea9915ba46d251
sweet nothin's brendalee,https://open.spotify.com/track/4ZiDhG5Ift5I6reAEOBBec,https://i.scdn.co/image/ab67616d0000b27394d826a48aa675028d2a94da
breaking up is hard to do neilsedaka,https://open.spotify.com/track/2x6pbpjVGjiWCcH89IK8AX,https://i.scdn.co/image/ab67616d0000b273222931b7e84ea3e8f5e308d9
you send me samcooke,https://open.spotify.com/track/24lvdbt9pS7DFEjhEWSl49,https://i.scdn.co/image/ab67616d0000b273e99527ff7b46db214c04b17c
nothing can change this love samcooke,https://open.spotify.com/track/6e6Kxot9nHyZ4I8GgmGKII,https://i.scdn.co/image/ab67616d0000b2738f41b8c6db5b91d643cdfe99
mio amore theflamingos,https://open.spotify.com/track/2biPaOxz8M2BJZOaEa9qNH,https://i.scdn.co/image/ab67616d0000b2736d33d81872f3b6bbdb2ed371
my girl josephine fatsdomino,https://open.spotify.com/track/0CIc4SaHV9RaQvXscSlVFH,https://i.scdn.co/image/ab67616d0000b273635dcf3261792ab92bf8350d
i'm through with love dion&thebelmonts,https://open.spotify.com/track/46PXkh7fx2Fgo0049zWLZJ,https://i.scdn.co/image/ab67616d0000b273318c9027bcae3d352bed7462
love hurts theeverlybrothers,https://open.spotify.com/track/6hgY1l6EqrfrHRNrxwKRiK,https://i.scdn.co/image/ab67616d0000b273756ea9d6cee4360a152f5611
harbor lights theplatters,https://open.spotify.com/track/3bZGw3sNQ1rQoosJzr7G2e,https://i.scdn.co/image/ab67616d0000b2738c40e46df51a8eaecde56fe0
chain gang samcooke,https://open.spotify.com/track/7v1858htfU0srTDwhxeka8,https://i.scdn.co/image/ab67616d0000b27388cede5df025bd95e70dce21
jamaica farewell samcooke,https://open.spotify.com/track/3WlZthzTmwY7REdV3fXgTt,https://i.scdn.co/image/ab67616d0000b273cbf373c03f6d51b52d52792e
"you, you, you samcooke",https://open.spotify.com/track/2RRVwSo9mUwghYLuXIdurn,https://i.scdn.co/image/ab67616d0000b273ace7cf6f76c3e73bfb49f7a8
far away places samcooke,https://open.spotify.com/track/7jVBSPLSbL1jKVBDMXlRCx,https://i.scdn.co/image/ab67616d0000b273b3d6f99b4783feeb98b2e7d6
girl of constant sorrow joanbaez,https://open.spotify.com/track/3WZl07ITusPN7bQY3vzGdx,https://i.scdn.co/image/ab67616d0000b273ba6b36bfd63afd21d01fde3e
a lover's prayer dion&thebelmonts,https://open.spotify.com/track/2tcrbhSlKCv6bciZEy1BGE,https://i.scdn.co/image/ab67616d0000b273318c9027bcae3d352bed7462
under paris skies samcooke,https://open.spotify.com/track/7jVBSPLSbL1jKVBDMXlRCx,https://i.scdn.co/image/ab67616d0000b273fb2e910ed2c2b18cdf38850b
mockin' bird hill pattipage,https://open.spotify.com/track/5yzlxi4VFO8UkxepsL0guW,https://i.scdn.co/image/ab67616d0000b273679b75d87cc2c6b10a7f7a4d
venus samcooke,https://open.spotify.com/track/7jVBSPLSbL1jKVBDMXlRCx,https://i.scdn.co/image/ab67616d0000b273fb2e910ed2c2b18cdf38850b
bridge of tears theflamingos,https://open.spotify.com/track/2kVPHHnSzsX3yB2dKzCUIY,https://i.scdn.co/image/ab67616d0000b2736d33d81872f3b6bbdb2ed371
cross over the bridge pattipage,https://open.spotify.com/track/6aQgRRJc84eM7Nsd3oydf3,https://i.scdn.co/image/ab67616d0000b27382aa266b6d8bef04b865dbf5
return to me conniefrancis,https://open.spotify.com/track/256QZ35jZGdiJ93J8ysl5p,https://i.scdn.co/image/ab67616d0000b2732913c475afb17624ee212b6c
the song from moulin rouge samcooke,https://open.spotify.com/track/7jVBSPLSbL1jKVBDMXlRCx,https://i.scdn.co/image/ab67616d0000b273fb2e910ed2c2b18cdf38850b
you're nobody til somebody loves you samcooke,https://open.spotify.com/track/6RgYphWoCdpR7yUvHo3T3Q,https://i.scdn.co/image/ab67616d0000b273945c3757cd728114fc58e6fb
all the words in the world neilsedaka,https://open.spotify.com/track/2ozTcQyZQmm9tSmc4VZfwU,https://i.scdn.co/image/ab67616d0000b2732aeac9062e6df333ffece887
all the things you are dion&thebelmonts,https://open.spotify.com/track/1fmuBWkWsal1rz9qNDzsaa,https://i.scdn.co/image/ab67616d0000b273778e8a3012f1af43ef91df4e
the great pretender samcooke,https://open.spotify.com/track/7ERS1FFFSKbwEc7ya9quTo,https://i.scdn.co/image/ab67616d0000b27331378b05d35eed6fba68fcb5
i went to your wedding pattipage,https://open.spotify.com/track/0tEdd0xTufxFOLHyySwkh8,https://i.scdn.co/image/ab67616d0000b2734a0c2b34f2e8aa9cd76bb5e3
heading home brendalee,https://open.spotify.com/track/60jQTAr2OkFcV4SWSRz3st,https://i.scdn.co/image/ab67616d0000b273f07aa5c8e8b6b285ada4a941
fools rush in brookbenton,https://open.spotify.com/track/1u6w7ygf9kGpLiLCfxbGfp,https://i.scdn.co/image/ab67616d0000b273bed8798e407690b196848e44
i'll wait for you frankieavalon,https://open.spotify.com/track/0RDoOvy9qwliHWWFXpl8ms,https://i.scdn.co/image/ab67616d0000b273375393fe59544b51ec5ef723
falling in love samcooke,https://open.spotify.com/track/3abp37WAzYtD9rk8iecqpH,https://i.scdn.co/image/ab67616d0000b2737329db55d8ec4e851b694aa1
cincinnati fireball johnnyburnette,https://open.spotify.com/track/6RuxvmPTNUwqvGdUVdmNFp,https://i.scdn.co/image/ab67616d0000b27372e2dec03697f5c09e134a4c
don't lead me on neilsedaka,https://open.spotify.com/track/3yfRinIJ0JqlxYtaDxGWe0,https://i.scdn.co/image/ab67616d0000b2732aeac9062e6df333ffece887
swinging on a star dion&thebelmonts,https://open.spotify.com/track/0QGwOFQChzflLAmPq5NwKo,https://i.scdn.co/image/ab67616d0000b2737a609132064a415169a915cc
mary hamilton joanbaez,https://open.spotify.com/track/7rL6dZzydhWSimA6TouJ6K,https://i.scdn.co/image/ab67616d0000b273ba6b36bfd63afd21d01fde3e
the jet chubbychecker,https://open.spotify.com/track/4YCnTYbq3oL1Lqpyxg33CU,https://i.scdn.co/image/ab67616d0000b273971d65161da7086711799bbb
i'm old fashioned andywilliams,https://open.spotify.com/track/6XZejCEhSznMV4QFmU9f7b,https://i.scdn.co/image/ab67616d0000b273bebe2ae53c4fcafaf98c15f4
"come to me, bend to me andywilliams",https://open.spotify.com/track/5hslUAKq9I9CG2bAulFkHN,https://i.scdn.co/image/ab67616d0000b2739ffbe027325528769963c0ce
just friends bobbydarin,https://open.spotify.com/track/6B99yy8A54lfcesCUBHixJ,https://i.scdn.co/image/ab67616d0000b273502f491dc17f4ded04c7ee4b
my mammy theeverlybrothers,https://open.spotify.com/track/7dblNGnRXEBrVJunazs2U5,https://i.scdn.co/image/ab67616d0000b273e9a522d43a304d4d433ff251
blue holiday theshirelles,https://open.spotify.com/track/06nwTMi9SlguHq8cRuxFbW,https://i.scdn.co/image/ab67616d0000b27353782ecd8faf8c5f400ff17a
mister sandman bobbyvee,https://open.spotify.com/track/1jFMxPxfENtR7b4EV8A2vm,https://i.scdn.co/image/ab67616d0000b2734dafc693fd369457726d5c4e
paper doll brianhyland,https://open.spotify.com/track/2bfb4UsC3Tu6iQa34ukMY5,https://i.scdn.co/image/ab67616d0000b273e96f480cfbf16a5bf967ee9a
"love me, love me bene.king",https://open.spotify.com/track/3aKAdHDxhYu2gpbQMYSEkv,https://i.scdn.co/image/ab67616d0000b27323fbace16aac91da0938842d
the dance is over theshirelles,https://open.spotify.com/track/7J5RR5ugv2zxAtz5awGWKU,https://i.scdn.co/image/ab67616d0000b27371d1a5dd0e70dc6fcff0a757
maid of constant sorrow judycollins,https://open.spotify.com/track/2xSfwtV4mUr2h63Q1zJH58,https://i.scdn.co/image/ab67616d0000b273394577cbade818e6c77a4958
a heart like mine themiracles,https://open.spotify.com/track/5ZCjp56T8J6d7amJyFSzrI,https://i.scdn.co/image/ab67616d0000b273b5dbe616b24f228c1609fdc4
the search delshannon,https://open.spotify.com/track/3oLe5ZILASG8vU5dxIMfLY,https://i.scdn.co/image/ab67616d0000b273942a0c9ac8f1def7c8805044
long lonely nights bobbyvee,https://open.spotify.com/track/2X6ncmdFngFpoPXPoSXEm9,https://i.scdn.co/image/ab67616d0000b2737d7b13ed9c6aa99e96344a5d
how long has this been going on conniefrancis,https://open.spotify.com/track/4AjKVyNUMdUveKK5OH1OJD,https://i.scdn.co/image/ab67616d0000b273897f73256b9128a9d70eaf66
joy joy joy littlerichard,https://open.spotify.com/track/2iXcvnD3d1gfLBum0cE5Eg,https://i.scdn.co/image/ab67616d0000b2738a22827b01e5d68d3736d58b
light infatuation bobbyvee,https://open.spotify.com/track/4Ilen0VxPEsVRLpnePji8P,https://i.scdn.co/image/ab67616d0000b2735ab4f6bfca031d8ec1e0c1c7
how many tears bobbyvee,https://open.spotify.com/track/5gd2WpEBaSaMAcvSPaIgBj,https://i.scdn.co/image/ab67616d0000b2732a9654659a138a972180e1dc
love is a many splendored thing shirleybassey,https://open.spotify.com/track/7h70qASP93C83FKbreTHyM,https://i.scdn.co/image/ab67616d0000b273325eff36b56d6d1a34737020
when i grow too old to dream theeverlybrothers,https://open.spotify.com/track/7dblNGnRXEBrVJunazs2U5,https://i.scdn.co/image/ab67616d0000b273e9a522d43a304d4d433ff251
it's mine theshirelles,https://open.spotify.com/track/25IiJu0DjOqsnQXgNHWp5i,https://i.scdn.co/image/ab67616d0000b2735f73759bac13ce046190cc9a
what a sweet thing that was theshirelles,https://open.spotify.com/track/25IiJu0DjOqsnQXgNHWp5i,https://i.scdn.co/image/ab67616d0000b2735f73759bac13ce046190cc9a
oh lonesome me johnnyburnette,https://open.spotify.com/track/2QfiRTz5Yc8DdShCxG1tB2,https://i.scdn.co/image/ab67616d0000b273a496dc8c33ca6d10668b3157
paper tiger suethompson,https://open.spotify.com/track/1cdkzx4QGDL8V3J8I2iu1V,https://i.scdn.co/image/ab67616d0000b273e82eff0514f9b38a302c8c3f
am i blue lespaul,https://open.spotify.com/track/2yAVzRiEQooPEJ9SYx11L3,https://i.scdn.co/image/ab67616d0000b27364c8fe335d797a9b0d1f62bb
long ago and far away bobbydarin,https://open.spotify.com/track/48QgQqeezCQCHKr009uAe6,https://i.scdn.co/image/ab67616d0000b273502f491dc17f4ded04c7ee4b
the more i see you bobbydarin,https://open.spotify.com/track/5Vtq6dHdwbjHqifCeSL4d3,https://i.scdn.co/image/ab67616d0000b273502f491dc17f4ded04c7ee4b
bully of the town theeverlybrothers,https://open.spotify.com/track/7dblNGnRXEBrVJunazs2U5,https://i.scdn.co/image/ab67616d0000b273e9a522d43a304d4d433ff251
muskrat theeverlybrothers,https://open.spotify.com/track/7JYfuAtvkGkTunMMyDkrRa,https://i.scdn.co/image/ab67616d0000b2733b56057c89ad8a6fbb867a01
"hi-lili, hi-lo theeverlybrothers",https://open.spotify.com/track/7dblNGnRXEBrVJunazs2U5,https://i.scdn.co/image/ab67616d0000b273e9a522d43a304d4d433ff251
the song is ended (but the melody lingers on) samcooke,https://open.spotify.com/track/7jVBSPLSbL1jKVBDMXlRCx,https://i.scdn.co/image/ab67616d0000b273fb2e910ed2c2b18cdf38850b
blue avenue royorbison,https://open.spotify.com/track/5hJQB0xB4ERcbC0ChTMQki,https://i.scdn.co/image/ab67616d0000b273ad7b6ec702c5f75075c66d48
rock house royorbison,https://open.spotify.com/track/36YXD9jFfw446zqlOVGFD2,https://i.scdn.co/image/ab67616d0000b27389f4cc945053f59bd1a57416
hello josephine jerryleelewis,https://open.spotify.com/track/0DR2YC9kvCKzde1CJNxR6Q,https://i.scdn.co/image/ab67616d0000b27395788c15edfdca94ad6fa6ab
perfidia bene.king,https://open.spotify.com/track/0BbQV0ldbmLpLzmKg3omHj,https://i.scdn.co/image/ab67616d0000b273dc378f9d8af0ae5a3c19d941
so long baby themarvelettes,https://open.spotify.com/track/1Kz2wMbhtBSyyQ3XGscw6R,https://i.scdn.co/image/ab67616d0000b273b09726365de485ac0fe0202f
i'm gonna stay marywells,https://open.spotify.com/track/6085OKGPVIvQcG2gAppI3R,https://i.scdn.co/image/ab67616d0000b273015960f2b93d65d21bf85e39
earth angel bobbyvee,https://open.spotify.com/track/6XkoZRFEY8VhZBn2bnjTeP,https://i.scdn.co/image/ab67616d0000b273372c5b0627264cc51c255da7
footsteps stevelawrence,https://open.spotify.com/track/2z1mnBJRjXUpD2RFXRBm2p,https://i.scdn.co/image/ab67616d0000b27398043c97d0e79980617b5c2f
they call the wind maria samcooke,https://open.spotify.com/track/48l53PBvNjLWKVcmEXEIli,https://i.scdn.co/image/ab67616d0000b27388cede5df025bd95e70dce21
i'm hurtin' royorbison,https://open.spotify.com/track/3HD39JLKhzRgY4Ug1znLzt,https://i.scdn.co/image/ab67616d0000b273fa1aeb0ed485984ff9027f44
misery delshannon,https://open.spotify.com/track/077KZYMMh9gbYy1RZri6qc,https://i.scdn.co/image/ab67616d0000b273f1fdd06fe4e73052f3a5a26c
saved lavernbaker,https://open.spotify.com/track/091baWWCDEowJprUts9La0,https://i.scdn.co/image/ab67616d0000b2739a66a7a379fb3c82da44e92b
the watusi chubbychecker,https://open.spotify.com/track/5VSjsbIYjfXRaQcLWxe2nH,https://i.scdn.co/image/ab67616d0000b273d14cd6c24470c6de13265d0a
you belong o me samcooke,https://open.spotify.com/track/1qrpoAMXodY6895hGKoUpA,https://i.scdn.co/image/ab67616d0000b273a48964b5d9a3d6968ae3e0de
if i had you (i'd be happy) samcooke,https://open.spotify.com/track/3JJqdVXy8p9rCtTmlv1mXO,https://i.scdn.co/image/ab67616d0000b273feeff698e6090e6b02f21ec0
lollipop bobbyvee,https://open.spotify.com/track/27gTXpkJ1TQtEUzCm7Cmbp,https://i.scdn.co/image/ab67616d0000b273372c5b0627264cc51c255da7
dum dum brendalee,https://open.spotify.com/track/2pJmSaPh5lMe4npn0Z6m8A,https://i.scdn.co/image/ab67616d0000b273d15515e48e99524e4c09ba57
raindrops deeclark,https://open.spotify.com/track/6CqTD9nWwf8R1yPVkIVdF5,https://i.scdn.co/image/ab67616d0000b2734d620a3c13b2bb5c4e32bacc
(i'd be) a legend in my time royorbison,https://open.spotify.com/track/3sZaJbBxQuOcpZiBX7OFCL,https://i.scdn.co/image/ab67616d0000b2735757aa79331c5e71c2cd9b50
come closer to me bene.king,https://open.spotify.com/track/4vH7AAArSCrfS9HwM7t6yb,https://i.scdn.co/image/ab67616d0000b273dc378f9d8af0ae5a3c19d941
life is but a dream dion,https://open.spotify.com/track/6C5YGS0bYivffnEH3EMC7h,https://i.scdn.co/image/ab67616d0000b273860a3b044d1715635ad2bad7
"swing low, sweet chariot samcooke",https://open.spotify.com/track/0PNOCYE2gdXUEGY5jKboIr,https://i.scdn.co/image/ab67616d0000b27388cede5df025bd95e70dce21
you're sixteen johnnyburnette,https://open.spotify.com/track/5NOITvzXKvrqsRqJz5FgIJ,https://i.scdn.co/image/ab67616d0000b2736b7e732b376fbe1fe5f12c25
rubber ball bobbyvee,https://open.spotify.com/track/35gkASz2Cb1VryMGIuEPjX,https://i.scdn.co/image/ab67616d0000b273632787b84938eaa5f159484d
you're always on my mind samcooke,https://open.spotify.com/track/2D8EIix8QDj2PSG2O3kx1J,https://i.scdn.co/image/ab67616d0000b273a3cd828ded7e467777dd56bf
dream lover dion,https://open.spotify.com/track/5UvR3VWxfVVKMgGrD3XZVj,https://i.scdn.co/image/ab67616d0000b273860a3b044d1715635ad2bad7
only the lonely royorbison,https://open.spotify.com/track/0PkBTqRtN25z3oKasWoKlj,https://i.scdn.co/image/ab67616d0000b273ad7b6ec702c5f75075c66d48
runaway delshannon,https://open.spotify.com/track/45Szkclj1lt4ubm7RFK68t,https://i.scdn.co/image/ab67616d0000b273f1fdd06fe4e73052f3a5a26c
angelina harrybelafonte,https://open.spotify.com/track/7MPrtKPg6R3TnFHkJvXQEn,https://i.scdn.co/image/ab67616d0000b273d601d5b51bcb9931de6b57c6
lonely teenager dion,https://open.spotify.com/track/4nRGC5nt3QO7bqZBvCDXlm,https://i.scdn.co/image/ab67616d0000b273e4f2ae49930ddfedbe2630f6
more than i can say bobbyvee,https://open.spotify.com/track/4bS5duqSVoCbFKulfnOWMb,https://i.scdn.co/image/ab67616d0000b2732363c6ae1ede630599b97067
it had to be you bobbydarin,https://open.spotify.com/track/3qTYzMkbzxqRtA2hlSz4Ba,https://i.scdn.co/image/ab67616d0000b273502f491dc17f4ded04c7ee4b
the majestic dion,https://open.spotify.com/track/5Z3W07qqoJxwDqssONsdeW,https://i.scdn.co/image/ab67616d0000b273860a3b044d1715635ad2bad7
he will break your heart jerrybutler,https://open.spotify.com/track/2ZJZcqM60OwgqTO1OvJpHL,https://i.scdn.co/image/ab67616d0000b273c646bd3e3fa6c23682fd28c8
emotions brendalee,https://open.spotify.com/track/60jQTAr2OkFcV4SWSRz3st,https://i.scdn.co/image/ab67616d0000b273f07aa5c8e8b6b285ada4a941
lonely world dion,https://open.spotify.com/track/06ghblyZwjyBIpfdqWqQmJ,https://i.scdn.co/image/ab67616d0000b273860a3b044d1715635ad2bad7
i can't stop loving you royorbison,https://open.spotify.com/track/0E1OTri8DZ6UuBeqJb9s2S,https://i.scdn.co/image/ab67616d0000b2739119d2e1293b5e31a9cf709e
happy days themarvelettes,https://open.spotify.com/track/5aTcKzGvjrDPWfrYd86AqA,https://i.scdn.co/image/ab67616d0000b273b09726365de485ac0fe0202f
devil doll royorbison,https://open.spotify.com/track/4z2HHwGVbrBDErFBqUKnxQ,https://i.scdn.co/image/ab67616d0000b2735aa5a6755ef23350b6eeeb02
jody delshannon,https://open.spotify.com/track/29C7Be2EngZnn7GSK3dDOW,https://i.scdn.co/image/ab67616d0000b273d38fac36862a99fbc302b5f9
"goodnight, irene lespaul",https://open.spotify.com/track/69jstgacdd40OwG9cLl45r,https://i.scdn.co/image/ab67616d0000b2735e6f3b66721a47e39fac4274
will you love me tomorrow brendalee,https://open.spotify.com/track/1ThLPnh8qZBUNWyxBf5nVx,https://i.scdn.co/image/ab67616d0000b273f07aa5c8e8b6b285ada4a941
my one and only love dion,https://open.spotify.com/track/5uprwbK9wyCc9HUKFhUuPp,https://i.scdn.co/image/ab67616d0000b273e4f2ae49930ddfedbe2630f6
you don't want my love theshirelles,https://open.spotify.com/track/0EIzW8GHflWh5DoSaeRve4,https://i.scdn.co/image/ab67616d0000b27371d1a5dd0e70dc6fcff0a757
this kind of love royorbison,https://open.spotify.com/track/2Z47f6DeKm1xIDmPPn2sGS,https://i.scdn.co/image/ab67616d0000b2734b6b5ae3f901fc6b992a372c
sweet and easy to love royorbison,https://open.spotify.com/track/6zPcgE3vxiBn9yT9WNCILq,https://i.scdn.co/image/ab67616d0000b27389f4cc945053f59bd1a57416
nobody but you deeclark,https://open.spotify.com/track/71c7zYLsgE7YO21JVkCy0n,https://i.scdn.co/image/ab67616d0000b273e7275d3e2300cd4524596e2c
"cold, cold heart jerryleelewis",https://open.spotify.com/track/5uwOFIutUbVkUVzOv7sL8D,https://i.scdn.co/image/ab67616d0000b27395788c15edfdca94ad6fa6ab
won't you take me back themiracles,https://open.spotify.com/track/4EMbWHe9jxQKiU6rryqtVK,https://i.scdn.co/image/ab67616d0000b27332a50a79f0e07e5aebe3d306
tammy andywilliams,https://open.spotify.com/track/4fowfJCxsV6dY77IdcFUhB,https://i.scdn.co/image/ab67616d0000b273bebe2ae53c4fcafaf98c15f4
bally mena harrybelafonte,https://open.spotify.com/track/5vORdDGQ6CKmkTGzdj9I90,https://i.scdn.co/image/ab67616d0000b273d601d5b51bcb9931de6b57c6
wanted man frankielaine,https://open.spotify.com/track/3m6w8DF9hQcqPQdSat0Nxu,https://i.scdn.co/image/ab67616d0000b273d2891e560fc2f97a5ab76d9e
land of the sea and sun harrybelafonte,https://open.spotify.com/track/4fHDlIntTsRGSyTg5UYZYC,https://i.scdn.co/image/ab67616d0000b273d46dec4689741b1400c3df95
twenty-two days royorbison,https://open.spotify.com/track/2YzLaBlmYOCmPhEdnnrlFE,https://i.scdn.co/image/ab67616d0000b273ad7b6ec702c5f75075c66d48
out in the cold again samcooke,https://open.spotify.com/track/7jVBSPLSbL1jKVBDMXlRCx,https://i.scdn.co/image/ab67616d0000b273fb2e910ed2c2b18cdf38850b
but not for me samcooke,https://open.spotify.com/track/2ctN9s8Mlw8iUxbtdKgo06,https://i.scdn.co/image/ab67616d0000b273fb2e910ed2c2b18cdf38850b
please forgive me marywells,https://open.spotify.com/track/1HDaENkQhUMm16pjdxZvHn,https://i.scdn.co/image/ab67616d0000b2735b50e493598153b926ded824
angel in my heart brianhyland,https://open.spotify.com/track/41zGC4hkR3vkPiAWqBQBsr,https://i.scdn.co/image/ab67616d0000b273e96f480cfbf16a5bf967ee9a
day dreams delshannon,https://open.spotify.com/track/4BfINdTGi2L7gY57zbgByL,https://i.scdn.co/image/ab67616d0000b2737aa4b455bb23785483253363
oh i apologize themarvelettes,https://open.spotify.com/track/3s2inuLbQQZ7z1GJrdlQr6,https://i.scdn.co/image/ab67616d0000b273a2530cb735e674846ce1153d
hey little girl deeclark,https://open.spotify.com/track/7FZNG2YGilIzt9HnOrHerw,https://i.scdn.co/image/ab67616d0000b2735f0a59daa1b8f11bfbfe94f3
the stroll chubbychecker,https://open.spotify.com/track/4YCnTYbq3oL1Lqpyxg33CU,https://i.scdn.co/image/ab67616d0000b273d3eefe1def522fa7598f717e
bad boy marywells,https://open.spotify.com/track/2eOuL8KesslTLQERQPu11D,https://i.scdn.co/image/ab67616d0000b2735be858c2255ac19199aec3f1
