Song Name,Spotify Link,Album Art Link
we're through thehollies,https://open.spotify.com/track/5ZtfnXND8dgBljCTwuSunP,https://i.scdn.co/image/ab67616d0000b273759620a4e1348ace16d6c682
you needed me annemurray,https://open.spotify.com/track/5d4E1hgkLyb7sXr5J3InnM,https://i.scdn.co/image/ab67616d0000b273c9c1d548dd167f2a87182ceb
straight on heart,https://open.spotify.com/track/12ucCd1VANzNJSCMQ5UMvO,https://i.scdn.co/image/ab67616d0000b273328ab77d37d0dfba8917a96c
"whenever i call you ""friend"" (feat. stevie nicks) kennyloggins",https://open.spotify.com/track/5NCY3uTCovd93aqwbodUhm,https://i.scdn.co/image/ab67616d0000b273e69beda021bb528341b19b59
stumblin' in suziquatro,https://open.spotify.com/track/2Pzhx26KqgTTKnko0uC7F7,https://i.scdn.co/image/ab67616d0000b2732030f2acc06a7f49ca5d49bc
everybody's got to learn sometime thekorgis,https://open.spotify.com/track/484VRRpsKamhak9rUCZf6n,https://i.scdn.co/image/ab67616d0000b2733019f584ea5e3efbdfed4cd4
days television,https://open.spotify.com/track/6qK7CuehGu2DVwL8UgaEhV,https://i.scdn.co/image/ab67616d0000b273bab52055e904f0d8a91c8c72
stealin' time gerryrafferty,https://open.spotify.com/track/1Z6bXpyVTGTESUbE4oZn6q,https://i.scdn.co/image/ab67616d0000b273dc60cf9a010f86354e6735dd
you belong to me elviscostello&theattractions,https://open.spotify.com/track/7LjcmjjxyEumIx8AOBVUij,https://i.scdn.co/image/ab67616d0000b273c39aa62b10cea6cd2c2c1ed8
love has fallen on me chakakhan,https://open.spotify.com/track/7s1RAjj0ReNlRn4ZVBzEif,https://i.scdn.co/image/ab67616d0000b273bf85fcbd1fe04e2fa55efe1f
california man cheaptrick,https://open.spotify.com/track/5e4kUj91oLjKxxiT8akiQV,https://i.scdn.co/image/ab67616d0000b27361e605b2786f724b37f0176d
mother of violence petergabriel,https://open.spotify.com/track/0zl4j4WIgWNCBaEAvrPTWt,https://i.scdn.co/image/ab67616d0000b2730cb89f1e562935dd90d8d83c
rock n roll nigger pattismith,https://open.spotify.com/track/0lIoY4ZQsdn5QzhraM9o9u,https://i.scdn.co/image/ab67616d0000b273a28eabe111f67a386e75a31a
youth nabbed as sniper blondie,https://open.spotify.com/track/2qOIGYRyK8956qxBCx6Jeu,https://i.scdn.co/image/ab67616d0000b273fe3f12dccf7a927630d33d08
feel it katebush,https://open.spotify.com/track/2VyUL1GiVhVmZHDXIX6NHG,https://i.scdn.co/image/ab67616d0000b27335538744db9802cea0559756
nite flights thewalkerbrothers,https://open.spotify.com/track/5ZsjiK0NIgNmDhe5qiCVJI,https://i.scdn.co/image/ab67616d0000b27316d9923476fa22cadd465a95
the kick inside katebush,https://open.spotify.com/track/4tyFy75rKy1kMTPRhTuXZm,https://i.scdn.co/image/ab67616d0000b27335538744db9802cea0559756
you'll always find me in the kitchen at parties jonalewie,https://open.spotify.com/track/4ZHPfdvTgCDGIeP8fAUVpG,https://i.scdn.co/image/ab67616d0000b273c3be64e10613409c311aba57
never let her slip away andrewgold,https://open.spotify.com/track/4jV4ld7z4BrswF3uKqz8Ny,https://i.scdn.co/image/ab67616d0000b2733d4e61cd408dde7a40cdb49a
head first thebabys,https://open.spotify.com/track/2E5PWRGh3Kl2u8uc1PpXKx,https://i.scdn.co/image/ab67616d0000b273312844cf1f632f5337a77ac3
if i sing you a love song bonnietyler,https://open.spotify.com/track/2CStAK0ltRLTruIembrQNI,https://i.scdn.co/image/ab67616d0000b2736ce6c566a1683dc5726871da
(i'm always touched by your) presence dear blondie,https://open.spotify.com/track/46jm3WYrQs4CgxwiZfTIH3,https://i.scdn.co/image/ab67616d0000b2738cf86a9be38868f1d73cdb58
fool (if you think it's over) chrisrea,https://open.spotify.com/track/0UHiH4dy1hXULYl8CgNxRV,https://i.scdn.co/image/ab67616d0000b27353ec0d3b4074068414a2e3e2
cook with fire heart,https://open.spotify.com/track/69P4ynB3CkQdlczDIFlMwG,https://i.scdn.co/image/ab67616d0000b273328ab77d37d0dfba8917a96c
on top of the world cheaptrick,https://open.spotify.com/track/1JkZg3eMQTmTn93E8Yd3UL,https://i.scdn.co/image/ab67616d0000b27357a0bca6d7da93cd0c551f6a
i was made to love him chakakhan,https://open.spotify.com/track/0hlp160SnsYmXQyPn7vOEa,https://i.scdn.co/image/ab67616d0000b273bf85fcbd1fe04e2fa55efe1f
you're the love sealsandcrofts,https://open.spotify.com/track/5Y67sAjZpir4N0PTBsIogb,https://i.scdn.co/image/ab67616d0000b273d30755d2a1c30f001b3fc476
just go away blondie,https://open.spotify.com/track/0gprvry7NFqMRwIo0L7VZv,https://i.scdn.co/image/ab67616d0000b273ace2bedb8e6cfa04207d5c0f
airport themotors,https://open.spotify.com/track/6F0CQMioZrqgkp3oHx4hpY,https://i.scdn.co/image/ab67616d0000b27365d5a7842632354ea8017cf5
steppin' in a slide zone themoodyblues,https://open.spotify.com/track/5DY2MyjIlecnD2QHakgnDR,https://i.scdn.co/image/ab67616d0000b273c1d5d696d03f0b04ed7fa28d
jigsaw feeling siouxsieandthebanshees,https://open.spotify.com/track/6Mg9BV9tuZyBwKzxx2rHVS,https://i.scdn.co/image/ab67616d0000b273cb4e1c73374d57fb79cba06f
conversation garynuman,https://open.spotify.com/track/4fFHmqI5jQCwcTVy9VIQA3,https://i.scdn.co/image/ab67616d0000b273f3ca169ae50ffb90e82a2c5d
blessed state wire,https://open.spotify.com/track/57ETZaC18AsdVfFCGEvFVN,https://i.scdn.co/image/ab67616d0000b2733f5370dbf74b1372f0eed2e2
i believe in you bobdylan,https://open.spotify.com/track/6SsoX9VSygEAcIzSzPKOea,https://i.scdn.co/image/ab67616d0000b273e969b7bfe58c8fe5019310b1
man gave names to all the animals bobdylan,https://open.spotify.com/track/6HSXNV0b4M4cLJ7ljgVVeh,https://i.scdn.co/image/ab67616d0000b2736c86683d20c72e3874c11c6d
accidents never happen blondie,https://open.spotify.com/track/0HwEzRnnfi4cHqnSu9Q6K6,https://i.scdn.co/image/ab67616d0000b27344b45662755a96df78978fbd
on my honor donnasummer,https://open.spotify.com/track/3E0DQOuKMy8rWU1r0sTKuT,https://i.scdn.co/image/ab67616d0000b2730c3a44d76807bef665eacfa3
there will always be a you donnasummer,https://open.spotify.com/track/00ETaeHUQ6lops3oWU1Wrt,https://i.scdn.co/image/ab67616d0000b2738fc0ee2f829a7138af579c97
frustrated theknack,https://open.spotify.com/track/1cJd6VdFagpstxbOxNxPrt,https://i.scdn.co/image/ab67616d0000b273af6b486fa0a2959f79c8acd8
mistress of mine littleriverband,https://open.spotify.com/track/7i3xpu7SFWvzhGa9AZyySR,https://i.scdn.co/image/ab67616d0000b273ad53be7d2ec379399660c1ec
can't get to sleep at night donnasummer,https://open.spotify.com/track/00ETaeHUQ6lops3oWU1Wrt,https://i.scdn.co/image/ab67616d0000b2738fc0ee2f829a7138af579c97
no more tears (enough is enough) donnasummer,https://open.spotify.com/track/2WOxDSMVbPy8rsK9oMtWuj,https://i.scdn.co/image/ab67616d0000b273f0062d3c4f9444cef85891f7
small paradise johnmellencamp,https://open.spotify.com/track/66nWGFaJUCa5MDlaMPmcRR,https://i.scdn.co/image/ab67616d0000b2735ad8b53b3e768ecef5fb6618
5.45 gangoffour,https://open.spotify.com/track/2GWWsqiUsCGXqpRDYgvCWz,https://i.scdn.co/image/ab67616d0000b2730bc24b6400fb40a0a034e215
engineers garynuman,https://open.spotify.com/track/1DjuEIxEfq4F9ij75rAoV0,https://i.scdn.co/image/ab67616d0000b273f3ca169ae50ffb90e82a2c5d
guns before butter gangoffour,https://open.spotify.com/track/5er2I0Jm9nkK1VSvEuM5vR,https://i.scdn.co/image/ab67616d0000b2730bc24b6400fb40a0a034e215
poor shirley christophercross,https://open.spotify.com/track/1ZhkcLrwjb3HMXle0V2bgG,https://i.scdn.co/image/ab67616d0000b27362ef34ea93e13e644cd4c5e9
on the other side kansas,https://open.spotify.com/track/4wMHCWuXF6DGSl79u4UqGX,https://i.scdn.co/image/ab67616d0000b2733021b27513faf7921e541ab9
"who's right, who's wrong kennyloggins",https://open.spotify.com/track/0ci1kKhT51MR9Ghd43S8Y7,https://i.scdn.co/image/ab67616d0000b27316bdb09e49cda3ea9c5c156a
reception wings,https://open.spotify.com/track/1rHvKz5JPpCf9IJDHsyX8P,https://i.scdn.co/image/ab67616d0000b2739e6d509055af4ea2fdf2ceaf
broken english mariannefaithfull,https://open.spotify.com/track/0e0fp5yIQSoeLHQWXm1VtK,https://i.scdn.co/image/ab67616d0000b2738a3a3ff85dbbb5d891ca6ab3
sunset people donnasummer,https://open.spotify.com/track/3yRTZVI8buzzlCAplePsU4,https://i.scdn.co/image/ab67616d0000b2731f9e9f704f7dc5bfd0063e72
the nips are getting bigger mentalasanything,https://open.spotify.com/track/4wxbvj2DU5UVsUVU9FORSB,https://i.scdn.co/image/ab67616d0000b273dd9228875bc16d04d92b69e8
way of the world cheaptrick,https://open.spotify.com/track/3zr5sJ17UYejNzt6KsKMLC,https://i.scdn.co/image/ab67616d0000b273746b53ccb07e293c8d87b78c
baby stick around joejackson,https://open.spotify.com/track/4zYyMtUvusvCr9NRcM3u3i,https://i.scdn.co/image/ab67616d0000b2735f40be7506754451d1e61e16
spinning christophercross,https://open.spotify.com/track/3ENlS90PJjU4E04Kud5QuY,https://i.scdn.co/image/ab67616d0000b27362ef34ea93e13e644cd4c5e9
your number or your name theknack,https://open.spotify.com/track/0LVwxuIKtNDPVviwqALLmC,https://i.scdn.co/image/ab67616d0000b27377335ddf45a3651579cde851
observer garynuman,https://open.spotify.com/track/68U10kmkck2Lxrzg33AJaG,https://i.scdn.co/image/ab67616d0000b273f3ca169ae50ffb90e82a2c5d
just another night ianhunter,https://open.spotify.com/track/3ZCH40iuXsZ0ecxH9LSW2j,https://i.scdn.co/image/ab67616d0000b273c57e903d5e36a98b4f798221
poptones publicimageltd.,https://open.spotify.com/track/1uRvmjiSbjbENK4Dn6ZXRo,https://i.scdn.co/image/ab67616d0000b273c2e6e23a59f150f1326edaf7
walk away donnasummer,https://open.spotify.com/track/2vMBiLBgYY8AYFTBjBAAQ0,https://i.scdn.co/image/ab67616d0000b2734863c8620f7c3fa135068768
reel by reel xtc,https://open.spotify.com/track/0SSZBNAnxS3fuhwxJYwgb8,https://i.scdn.co/image/ab67616d0000b27324110c456fe319f691e1a320
let me out theknack,https://open.spotify.com/track/6oTOvWNNgyUXoYe867yfPp,https://i.scdn.co/image/ab67616d0000b273af6b486fa0a2959f79c8acd8
memories publicimageltd.,https://open.spotify.com/track/3mJYQ7xha2xHuvqaFQMbNb,https://i.scdn.co/image/ab67616d0000b273c2e6e23a59f150f1326edaf7
coolsville rickieleejones,https://open.spotify.com/track/55jN3vQG65S6PKUjaSR2XE,https://i.scdn.co/image/ab67616d0000b27332593b5cb8706d952489b1ab
lady lynda thebeachboys,https://open.spotify.com/track/4wObUmV0gM20Rnahfo2FJ4,https://i.scdn.co/image/ab67616d0000b273e89f3e5bd689a119f4db30dc
albatross publicimageltd.,https://open.spotify.com/track/1RBDB3HoCxi0w605ZS8FsF,https://i.scdn.co/image/ab67616d0000b273c2e6e23a59f150f1326edaf7
everytime you leave emmylouharris,https://open.spotify.com/track/2coGDGKZaN27YMcngNK1y3,https://i.scdn.co/image/ab67616d0000b2739b478ede2ef0212bb08f3814
touching me touching you squeeze,https://open.spotify.com/track/3oUdVs5AiXlHMKgMPrZm2h,https://i.scdn.co/image/ab67616d0000b273078b9e4f389abc8563605537
you drive me ape (you big gorilla) thedickies,https://open.spotify.com/track/0eltYO1uYUcYOVn0H1zoJ5,https://i.scdn.co/image/ab67616d0000b273b24dd2e014551ed2e5d3a2d7
good timin' thebeachboys,https://open.spotify.com/track/3BaQTu179aFf0Dqe7x25Ke,https://i.scdn.co/image/ab67616d0000b273c5634c0532097e175199f07e
i'll be with you tonight cheaptrick,https://open.spotify.com/track/5WDP9Igbj6n5iOjLdyOQTZ,https://i.scdn.co/image/ab67616d0000b273746b53ccb07e293c8d87b78c
a little night dancin johnmellencamp,https://open.spotify.com/track/2fKg9BSebd3LmCFdrXh6bJ,https://i.scdn.co/image/ab67616d0000b2735ad8b53b3e768ecef5fb6618
armalite rifle gangoffour,https://open.spotify.com/track/7f5NFRyvmYmbrGQDxztpHy,https://i.scdn.co/image/ab67616d0000b273b5b00e4b1db6bb205ec343fb
a touching display wire,https://open.spotify.com/track/69ToRBlsvl4tMXkOVcr4qi,https://i.scdn.co/image/ab67616d0000b2733f5370dbf74b1372f0eed2e2
i die: you die (video version) garynuman,https://open.spotify.com/track/6eGZDiQHdJmHQhtMuPmnHD,https://i.scdn.co/image/ab67616d0000b273787af81b01d578a61afc42fa
praying to the aliens tubewayarmy,https://open.spotify.com/track/3GfiHtW7xq3EMwYlx5WMda,https://i.scdn.co/image/ab67616d0000b27308e6ede868f9c4e9ec7f08fc
prime time thetubes,https://open.spotify.com/track/1ugD8OInLTHKP7umbN3WHt,https://i.scdn.co/image/ab67616d0000b27316e46296074341f9d298da89
single k.o. wire,https://open.spotify.com/track/1F8Otnp7TEIE81K7QvxbU9,https://i.scdn.co/image/ab67616d0000b2733f5370dbf74b1372f0eed2e2
thick as thieves thejam,https://open.spotify.com/track/2GfH4yaPhlpNYO4adUvM8j,https://i.scdn.co/image/ab67616d0000b27352a2a58333174766c47c82be
somethin' else tompettyandtheheartbreakers,https://open.spotify.com/track/0N4RL8OFtthWHPY7QuRywo,https://i.scdn.co/image/ab67616d0000b2732b6cfe6027c990887aadedfc
and the healing has begun vanmorrison,https://open.spotify.com/track/0slsrhWlw0WrrRe1KCVboI,https://i.scdn.co/image/ab67616d0000b273566ace033180c8e6a9cefcee
one night in a lifetime donnasummer,https://open.spotify.com/track/00ETaeHUQ6lops3oWU1Wrt,https://i.scdn.co/image/ab67616d0000b2730c3a44d76807bef665eacfa3
queen of hearts daveedmunds,https://open.spotify.com/track/1nNFYqFxvN0sd5HPwLdoeH,https://i.scdn.co/image/ab67616d0000b273deb4f5237a9f891d91e8a3de
one more time sistersledge,https://open.spotify.com/track/38NoAPQ4QRwFLEpecbqA6S,https://i.scdn.co/image/ab67616d0000b2739c6d5c505e6197defb750428
he's frank (slight return) themonochromeset,https://open.spotify.com/track/6Pm7QWGPeDTQ7j9WGOnGsZ,https://i.scdn.co/image/ab67616d0000b27373bfb3be03378dc20bf6af0e
outside world xtc,https://open.spotify.com/track/1aV9mN4SqL4nGmFmlPUi37,https://i.scdn.co/image/ab67616d0000b27324110c456fe319f691e1a320
a glimpse of home kansas,https://open.spotify.com/track/2HcT3NdUerpChnGcw7fAYl,https://i.scdn.co/image/ab67616d0000b2733021b27513faf7921e541ab9
when you gonna wake up bobdylan,https://open.spotify.com/track/6HSXNV0b4M4cLJ7ljgVVeh,https://i.scdn.co/image/ab67616d0000b2736c86683d20c72e3874c11c6d
maybe tonight theknack,https://open.spotify.com/track/2UFtcdHQnzDkLJ9a8GIUkU,https://i.scdn.co/image/ab67616d0000b273af6b486fa0a2959f79c8acd8
company rickieleejones,https://open.spotify.com/track/2T1QmLyQI6OHrphNw3Gj3f,https://i.scdn.co/image/ab67616d0000b27332593b5cb8706d952489b1ab
be mine tonight th'dudes,https://open.spotify.com/track/7rQfpOyX6Tj1dpQ10toy4H,https://i.scdn.co/image/ab67616d0000b27370f4a2d86893af829775cddd
we are glass garynuman,https://open.spotify.com/track/4J0E5Dpkw0fll3llImBet0,https://i.scdn.co/image/ab67616d0000b273787af81b01d578a61afc42fa
someone's looking at you theboomtownrats,https://open.spotify.com/track/0NQU4LnSZ7ClHVw8Mt2R9j,https://i.scdn.co/image/ab67616d0000b2733d5652bd490f832d75c6f45b
lucinda theknack,https://open.spotify.com/track/5pzkFJSBkS4Drvvyn4lheg,https://i.scdn.co/image/ab67616d0000b273af6b486fa0a2959f79c8acd8
when you're near me i have difficulty xtc,https://open.spotify.com/track/0pG73CkloiWrsiQlSYJDj8,https://i.scdn.co/image/ab67616d0000b27324110c456fe319f691e1a320
get it right next time gerryrafferty,https://open.spotify.com/track/0o3HJmXnQPRX4jymsmk3sS,https://i.scdn.co/image/ab67616d0000b2732060cd83aee892f545b10c54
52 girls theb-52's,https://open.spotify.com/track/0hV8cbzJubHKLSFIsBnYUo,https://i.scdn.co/image/ab67616d0000b2739e2d3bc7ecb09e5124cd3f97
lost in music sistersledge,https://open.spotify.com/track/47eSFHsPDVJwssTTG62Af3,https://i.scdn.co/image/ab67616d0000b2739c6d5c505e6197defb750428
take me home cher,https://open.spotify.com/track/3YWTp4Ap4sZNIyFkP0a0rx,https://i.scdn.co/image/ab67616d0000b2737f43a5e874fdcf585ec626e7
since i held you thecars,https://open.spotify.com/track/3FSnDLukaHpRQ6R08SF7TS,https://i.scdn.co/image/ab67616d0000b273975e4ea669bae6009a4996c5
dance away roxymusic,https://open.spotify.com/track/6BKVev5kACyEaolcJkaUbz,https://i.scdn.co/image/ab67616d0000b27369340e7820b84f9374a0ff0a
gonna raise hell cheaptrick,https://open.spotify.com/track/7He4Taav43HuHhRl4nfd9j,https://i.scdn.co/image/ab67616d0000b273746b53ccb07e293c8d87b78c
kisses of fire abba,https://open.spotify.com/track/4zoWdR02nRwK8NWqpCM151,https://i.scdn.co/image/ab67616d0000b273aa22899360d8ba6704732dec
voices cheaptrick,https://open.spotify.com/track/3ao7thlAYIVPJw3e1u51PE,https://i.scdn.co/image/ab67616d0000b273746b53ccb07e293c8d87b78c
metal garynuman,https://open.spotify.com/track/7FcLgWXLFyAmDrKXIDNwcF,https://i.scdn.co/image/ab67616d0000b273f3ca169ae50ffb90e82a2c5d
the 15th wire,https://open.spotify.com/track/6uzfO4Nl3imrQEEbUN8kBY,https://i.scdn.co/image/ab67616d0000b2733f5370dbf74b1372f0eed2e2
cool change littleriverband,https://open.spotify.com/track/2SEGYVnWImKLUOkU3Qa8sX,https://i.scdn.co/image/ab67616d0000b273d45ea4a21fa17a4e3bf9b378
chiquitita abba,https://open.spotify.com/track/762B4bOcXF7I2Y8UlKTyTy,https://i.scdn.co/image/ab67616d0000b273aa22899360d8ba6704732dec
making plans for nigel xtc,https://open.spotify.com/track/1XT5kxg6Tk0ukCO2vBQN4v,https://i.scdn.co/image/ab67616d0000b27324110c456fe319f691e1a320
lonesome loser littleriverband,https://open.spotify.com/track/0EOTFIX60ua9qt8pel84tA,https://i.scdn.co/image/ab67616d0000b273d45ea4a21fa17a4e3bf9b378
off the wall michaeljackson,https://open.spotify.com/track/3zYpRGnnoegSpt3SguSo3W,https://i.scdn.co/image/ab67616d0000b2737027294551db4fda68b5ddac
m.e. garynuman,https://open.spotify.com/track/0YBA7eO8kqEzUoC6zAEutF,https://i.scdn.co/image/ab67616d0000b273f3ca169ae50ffb90e82a2c5d
it's all i can do thecars,https://open.spotify.com/track/1Lf1BSVQV4Q5SuKeHhGd2A,https://i.scdn.co/image/ab67616d0000b273975e4ea669bae6009a4996c5
thinking of you sistersledge,https://open.spotify.com/track/7mimnm2QlSzW3J38FRMETP,https://i.scdn.co/image/ab67616d0000b2739c6d5c505e6197defb750428
atomic blondie,https://open.spotify.com/track/6JOC2BLeAu8ND2wBpWT0Il,https://i.scdn.co/image/ab67616d0000b273f5c0f88b442978702b609d7b
i have a dream abba,https://open.spotify.com/track/1PtJclc46wTk367PlsU6Uj,https://i.scdn.co/image/ab67616d0000b273aa22899360d8ba6704732dec
on your radio joejackson,https://open.spotify.com/track/424GETbc3i4O6UEKnA6l9z,https://i.scdn.co/image/ab67616d0000b2739ccb9b8babc4338341db58b7
icon siouxsieandthebanshees,https://open.spotify.com/track/1ar7DcRNmJkd3lm1zK3wvT,https://i.scdn.co/image/ab67616d0000b273c72d55a1844057bb2cb0e928
the number one song in heaven sparks,https://open.spotify.com/track/7BTSWCnqZfPw9tk4V9dr9E,https://i.scdn.co/image/ab67616d0000b273d74bc7e553de4198693dd824
"old siam, sir wings",https://open.spotify.com/track/47SDNsCylaFgtJmFI7S1E2,https://i.scdn.co/image/ab67616d0000b2739e6d509055af4ea2fdf2ceaf
here comes the summer theundertones,https://open.spotify.com/track/6tVh4vdgv1kUnghTlMF4kM,https://i.scdn.co/image/ab67616d0000b2733b55c757449574c107e08cea
roads girdle the globe xtc,https://open.spotify.com/track/33BrbTNaKetenya8gALcvK,https://i.scdn.co/image/ab67616d0000b27324110c456fe319f691e1a320
"me, i disconnect from you tubewayarmy",https://open.spotify.com/track/4m135IefwsN8Y1uZqd0JR6,https://i.scdn.co/image/ab67616d0000b2730e0aff4391db451c5d5794cd
cracking up nicklowe,https://open.spotify.com/track/5oR0DLSJx9TSkLS5XZv5cc,https://i.scdn.co/image/ab67616d0000b2735151274fbce5cca7c8236c81
getting closer wings,https://open.spotify.com/track/76sm9bJYSXVFyPWycv6TwV,https://i.scdn.co/image/ab67616d0000b2739e6d509055af4ea2fdf2ceaf
protection grahamparker,https://open.spotify.com/track/31010AUbrLuIM46ucf88QA,https://i.scdn.co/image/ab67616d0000b273677bc0871c41b8ca9e6bcf17
love in a void siouxsieandthebanshees,https://open.spotify.com/track/3iDWWZIkshPqItx3wBCiFf,https://i.scdn.co/image/ab67616d0000b273c72d55a1844057bb2cb0e928
holiday madonna,https://open.spotify.com/track/3ibAzRj9JnowdoLkyllk3n,https://i.scdn.co/image/ab67616d0000b273f468270ce8fccc555bb136c5
hero worship theb-52's,https://open.spotify.com/track/2CLddd0XVgo7rSBXRNXSkO,https://i.scdn.co/image/ab67616d0000b2739e2d3bc7ecb09e5124cd3f97
i really don't know anymore christophercross,https://open.spotify.com/track/2sIJPTInrstGm0L5Z1AIge,https://i.scdn.co/image/ab67616d0000b27362ef34ea93e13e644cd4c5e9
we live for love patbenatar,https://open.spotify.com/track/1TE4S9kqvml9o8JpPR8kBf,https://i.scdn.co/image/ab67616d0000b2732b6cfe6027c990887aadedfc
deja vu dionnewarwick,https://open.spotify.com/track/2AOunLYKGvwya5xDfFxiFj,https://i.scdn.co/image/ab67616d0000b2736f8ae6d9ef1237baecfd85ff
ether gangoffour,https://open.spotify.com/track/38gLjQu37zXp7LsZ9f4Bzo,https://i.scdn.co/image/ab67616d0000b2730bc24b6400fb40a0a034e215
tryouts for the human race sparks,https://open.spotify.com/track/2d7R8lUFB3kOl5cJVdIEka,https://i.scdn.co/image/ab67616d0000b273d74bc7e553de4198693dd824
behind the mask yellowmagicorchestra,https://open.spotify.com/track/5zn0AneuIb8bVPFcfCZiyU,https://i.scdn.co/image/ab67616d0000b273a249e2da17bc78fd9c945b23
minstrel gigolo christophercross,https://open.spotify.com/track/7aNpyFZuNbDR1zmko0C7xu,https://i.scdn.co/image/ab67616d0000b27362ef34ea93e13e644cd4c5e9
fairytale in the supermarket theraincoats,https://open.spotify.com/track/5oXm58OdnsRPy2wyz3ES5u,https://i.scdn.co/image/ab67616d0000b27398b6d9a4e006f7e7bbe23769
6060-842 theb-52's,https://open.spotify.com/track/2uVf0GK5oVAlhMpWl8DTj7,https://i.scdn.co/image/ab67616d0000b2739e2d3bc7ecb09e5124cd3f97
lust for kicks thecars,https://open.spotify.com/track/2vtafbaWghMQqdLf4SFfOo,https://i.scdn.co/image/ab67616d0000b273975e4ea669bae6009a4996c5
stay in time offbroadway,https://open.spotify.com/track/2lHmJewRJLHz9ST1J5Lzcj,https://i.scdn.co/image/ab67616d0000b27303160ac52b247e95ab429076
delius katebush,https://open.spotify.com/track/1h6Im42EA5R60SWy4IaSCS,https://i.scdn.co/image/ab67616d0000b27322cd84bf3376a422b214cf60
bliss th'dudes,https://open.spotify.com/track/4KOjtG3BcHOJbfuGARHPcT,https://i.scdn.co/image/ab67616d0000b273b602b866400b12f954e64f06
bunker soldiers orchestralmanoeuvresinthedark,https://open.spotify.com/track/6t8TbRgKUugYnur947lPDS,https://i.scdn.co/image/ab67616d0000b273ad0238dedd135d4e75bd08ce
papillon (aka hot butterfly) chakakhan,https://open.spotify.com/track/5ep3VTUYNhDbFPl8Q2v3eC,https://i.scdn.co/image/ab67616d0000b2731855421c6fa517672cb68c5c
towers of london xtc,https://open.spotify.com/track/2HtyBiR2vbgOHEKbbfgQOT,https://i.scdn.co/image/ab67616d0000b273e5c2686822fec8b0116ccd0b
up front wipers,https://open.spotify.com/track/3mOevne8BigZil9ehpRrA2,https://i.scdn.co/image/ab67616d0000b2731473ae038e273eee52ab7afa
no language in our lungs xtc,https://open.spotify.com/track/4gzHAYB47X812HF4LiuP1R,https://i.scdn.co/image/ab67616d0000b273e5c2686822fec8b0116ccd0b
missiles thesound,https://open.spotify.com/track/316r1KLN0bcmpr7TZcMCXT,https://i.scdn.co/image/ab67616d0000b273d3de03550f715df1ea7e0c08
summerlove neildiamond,https://open.spotify.com/track/0APzS3lrtE4nX29S7GL8Dz,https://i.scdn.co/image/ab67616d0000b273573be00e9a6fb65ded4e8863
the wedding list katebush,https://open.spotify.com/track/676mgfRrKHJ9ZXgDJi9lar,https://i.scdn.co/image/ab67616d0000b27322cd84bf3376a422b214cf60
treason theteardropexplodes,https://open.spotify.com/track/5PoeM9NAMtFBGLxwJZVuGd,https://i.scdn.co/image/ab67616d0000b273f8541f254a893eedb0450c29
i love you (miss robot) thebuggles,https://open.spotify.com/track/6t1FIJlZWTQfIZhsGjaulM,https://i.scdn.co/image/ab67616d0000b27370b6cfff0487d653a8c7ce01
breathing katebush,https://open.spotify.com/track/50dndMFNoQcxGG8iN2HVbd,https://i.scdn.co/image/ab67616d0000b27322cd84bf3376a422b214cf60
breakdown gracejones,https://open.spotify.com/track/2jeT39ucq9v0AojVibZb5G,https://i.scdn.co/image/ab67616d0000b27305b37836a754d791ccda1833
and i moved petetownshend,https://open.spotify.com/track/2KLMlOqXTdKjvlHANeJ43r,https://i.scdn.co/image/ab67616d0000b2733e7111cc866efb341a2988f2
highwire days thepsychedelicfurs,https://open.spotify.com/track/54lz2LW1bIIM3r1zwv0GHW,https://i.scdn.co/image/ab67616d0000b27325c0d8ea645dcfec05c3b425
never wanna leave you patbenatar,https://open.spotify.com/track/4IVg8EVKvJb2aaBx08pJGE,https://i.scdn.co/image/ab67616d0000b2731b83255ef342451b977987aa
don't forget me captain&tennille,https://open.spotify.com/track/5S1EGIdfMTEvho3JST4ce4,https://i.scdn.co/image/ab67616d0000b27365555aebbc57ad47d0b109f9
new amsterdam elviscostello&theattractions,https://open.spotify.com/track/0cUqdLp20Oz7zolsvB9oxS,https://i.scdn.co/image/ab67616d0000b273682dc473387478d947bf95f7
living through another cuba xtc,https://open.spotify.com/track/2zvQfaRGtJrjH4RSbmCRsg,https://i.scdn.co/image/ab67616d0000b273e5c2686822fec8b0116ccd0b
fame irenecara,https://open.spotify.com/track/5CI1FP2Volc9wjz2MBZsGx,https://i.scdn.co/image/ab67616d0000b2733a66d4b61d4422effce5c0b7
rescue echo&thebunnymen,https://open.spotify.com/track/7kdtUA19OnSpmQEOtelaC9,https://i.scdn.co/image/ab67616d0000b273f709ceec39345de8ab2dc51c
got to love somebody sistersledge,https://open.spotify.com/track/2Cp5fKWX5eJ4TgU9IYFPxG,https://i.scdn.co/image/ab67616d0000b273c66ebed5ae9c3ff64500f8ce
heartland thesound,https://open.spotify.com/track/44e1Ul7k563S5dSYX5LmbO,https://i.scdn.co/image/ab67616d0000b27300a97c138d3d10d8c43769fb
do it clean echo&thebunnymen,https://open.spotify.com/track/6dzBktHgEil6fLhvzTBuhB,https://i.scdn.co/image/ab67616d0000b273f51c05038f130613fe14eb7f
imitation of christ thepsychedelicfurs,https://open.spotify.com/track/2LVJyer59kCSFpqHjuW2uJ,https://i.scdn.co/image/ab67616d0000b273d22e858e37314ef605434b1b
